id,name,depth,is_leaf,products,full_path,measured_need,measured_n,share_net_content,share_pack_count,share_colour,share_flavour,share_material,share_garment_size,share_scent,share_model_code,inferred_verdict,inferred_node,inferred_n,inferred_attrs,inferred_flagged_ancestor,inferred_tier
1162,KAUS PRIA,4,true,1467,Fashion > FASHION PRIA > ATASAN PRIA > KAUS PRIA,,0,0.024,0.0,0.199,0.006,0.035,0.044,0.014,0.133,FUZZY,Busana dan Aksesori > Pakaian > Pakaian Dalam Pria > Kaus Dalam Pria,9,Petunjuk perawatan | Warna | Kain | Fitur pakaian intim | Pola | Ukuran | Jenis ukuran | Jenis kelamin sasaran | Gaya kaos dalam,False,fuzzy-raw
1224,CELANA DALAM WANITA,4,true,1427,Fashion > FASHION WANITA > PAKAIAN DALAM WANITA > CELANA DALAM WANITA,,0,0.181,0.001,0.001,0.001,0.001,0.115,0.0,0.198,EXACT,Busana dan Aksesori > Pakaian > Lingeri > Celana Dalam Wanita,10,Petunjuk perawatan | Warna | Kain | Bahan gusset | Fitur pakaian intim | Pola | Ukuran | Jenis ukuran | Jenis kelamin sasaran | Ketinggian pinggang,True,exact-raw
1788,BARANG OBRAL,2,true,1382,BELUM DISORTIR > BARANG OBRAL,,0,0.017,0.006,0.051,0.005,0.056,0.035,0.005,0.077,UNMAPPED,,0,,,
68,MAINAN ANAK LAKI-LAKI,2,true,1319,Mainan dan Alat Lainnya > MAINAN ANAK LAKI-LAKI,model_code|pack_count,2,0.002,0.274,0.01,0.002,0.006,0.002,0.001,0.729,UNMAPPED,,0,,,
1568,SPREI,6,true,1186,Perawatan Diri & Rumah Tangga > Rumah Tangga > Peralatan & Perlengkapan Rumah Tangga > PERLENGKAPAN RUMAH TANGGA > PERLENGKAPAN KAMAR & KAMAR MANDI > SPREI,pack_count,1,0.0,0.542,0.094,0.023,0.0,0.0,0.008,0.096,UNMAPPED,,0,,,
955,PERALATAN RUMAH TANGGA,4,false,1143,Perawatan Diri & Rumah Tangga > Rumah Tangga > Peralatan & Perlengkapan Rumah Tangga > PERALATAN RUMAH TANGGA,model_code,1,0.101,0.049,0.113,0.024,0.033,0.008,0.001,0.203,EXACT,Rumah & Taman > Peralatan Rumah Tangga,5,Perlu dirakit | Warna | Kelas efisiensi energi | Pola | Sertifikasi keselamatan,True,exact-raw
440,SANDAL WANITA,3,true,1086,Fashion > SEPATU WANITA > SANDAL WANITA,colour|garment_size|model_code,3,0.006,0.0,0.581,0.029,0.002,0.786,0.013,0.255,EXACT,Busana dan Aksesori > Sepatu > Sandal,16,Kelompok usia | Petunjuk perawatan | Jenis penutupan | Warna | Bahan alas kaki | Jenis ketinggian tumit | Bahan pelapis | Gaya acara | Bahan sol luar | Pola | Gaya sandal | Fitur sepatu | Kesesuaian sepatu | Ukuran sepatu | Jenis kelamin sasaran | Gaya kaki,True,exact-stripped
10,Mainan dan Alat Lainnya,1,false,1048,Mainan dan Alat Lainnya,model_code,1,0.006,0.156,0.032,0.006,0.035,0.0,0.002,0.735,UNMAPPED,,0,,,
1223,BRA WANITA,4,true,1022,Fashion > FASHION WANITA > PAKAIAN DALAM WANITA > BRA WANITA,model_code,1,0.008,0.004,0.028,0.008,0.002,0.023,0.002,0.256,EXACT,Busana dan Aksesori > Pakaian > Lingeri > Bra,12,Jenis pemakaian bra | Cakupan bra | Fitur bra | Jenis tali bra | Gaya bra | Petunjuk perawatan | Warna | Ukuran cup bra | Kain | Pola | Jenis ukuran | Jenis kelamin sasaran,False,exact-stripped
1163,KEMEJA PRIA,4,true,937,Fashion > FASHION PRIA > ATASAN PRIA > KEMEJA PRIA,colour,1,0.019,0.0,0.232,0.011,0.003,0.014,0.0,0.169,AMBIGUOUS,,0,,,exact-stripped
1183,BLOUSE WANITA,4,true,913,Fashion > FASHION WANITA > ATASAN WANITA > BLOUSE WANITA,colour|model_code,2,0.104,0.0,0.227,0.005,0.024,0.106,0.003,0.227,UNMAPPED,,0,,,
1176,CELANA PANJANG PRIA,4,true,885,Fashion > FASHION PRIA > BAWAHAN PRIA > CELANA PANJANG PRIA,colour,1,0.017,0.0,0.279,0.005,0.082,0.145,0.001,0.198,AMBIGUOUS,,0,,,exact-stripped
1814,ARTEMEDIA,3,true,830,UNUSED > AREA DISPLAY > ARTEMEDIA,colour|model_code|net_content|scent,4,0.36,0.047,0.392,0.008,0.006,0.004,0.312,0.513,UNMAPPED,,0,,,
533,COOKIES & BISKUIT,4,true,827,"Makanan dan Minuman > MAKANAN KECIL  > COOKIES, BISKUIT DAN LAIN LAIN > COOKIES & BISKUIT",flavour|net_content,2,0.977,0.067,0.17,0.299,0.0,0.001,0.005,0.041,UNMAPPED,,0,,,
1211,CELANA PANJANG WANITA,4,true,827,Fashion > FASHION WANITA > BAWAHAN WANITA > CELANA PANJANG WANITA,colour,1,0.048,0.005,0.295,0.021,0.064,0.149,0.0,0.158,AMBIGUOUS,,0,,,exact-stripped
450,TAS WANITA,3,false,784,Fashion > TAS & KOPER > TAS WANITA,model_code,1,0.001,0.001,0.188,0.003,0.003,0.001,0.0,0.295,UNMAPPED,,0,,,
432,SANDAL PRIA,3,true,782,Fashion > SEPATU PRIA > SANDAL PRIA,colour|garment_size,2,0.005,0.001,0.568,0.065,0.0,0.637,0.0,0.065,EXACT,Busana dan Aksesori > Sepatu > Sandal,16,Kelompok usia | Petunjuk perawatan | Jenis penutupan | Warna | Bahan alas kaki | Jenis ketinggian tumit | Bahan pelapis | Gaya acara | Bahan sol luar | Pola | Gaya sandal | Fitur sepatu | Kesesuaian sepatu | Ukuran sepatu | Jenis kelamin sasaran | Gaya kaki,True,exact-stripped
1139,ATASAN ANAK LAKI-LAKI,4,true,734,Fashion > FASHION ANAK & BAYI > PAKAIAN ANAK LAKI-LAKI > ATASAN ANAK LAKI-LAKI,colour,1,0.023,0.0,0.219,0.023,0.026,0.14,0.018,0.052,UNMAPPED,,0,,,
879,SHAMPOO,4,true,719,Perawatan Diri & Rumah Tangga > Perawatan Diri > PERAWATAN RAMBUT > SHAMPOO,net_content,1,0.974,0.142,0.11,0.078,0.001,0.0,0.102,0.046,UNMAPPED,,0,,,
72,MAINAN OLAHRAGA DAN AKTIVITAS,2,false,683,Mainan dan Alat Lainnya > MAINAN OLAHRAGA DAN AKTIVITAS,model_code|pack_count,2,0.015,0.34,0.038,0.013,0.061,0.004,0.001,0.669,AMBIGUOUS,,0,,,fuzzy-raw
1271,TAS RANSEL PRIA,4,true,661,Fashion > TAS & KOPER > TAS PRIA > TAS RANSEL PRIA,model_code,1,0.153,0.002,0.2,0.0,0.003,0.006,0.0,0.257,FUZZY,"Busana dan Aksesori > Tas Tangan, Dompet & Kotak > Tas Tangan > Tas Ransel Tangan",12,Ukuran aksesori | Kelompok usia | Hiasan tas | Penutup tas/kotak | Fitur tas/kotak | Bahan tas/kotak | Fitur penyimpanan tas/kotak | Petunjuk perawatan | Opsi bawa | Warna | Pola | Jenis kelamin sasaran,False,fuzzy-stripped
53,KACAMATA,2,false,642,Fashion > KACAMATA,model_code,1,0.002,0.002,0.148,0.008,0.002,0.0,0.0,0.586,EXACT,Kesehatan & Kecantikan > Perawatan Tubuh > Perawatan Penglihatan > Kacamata,23,Kelompok usia | Warna | Konstruksi | Bahan hiasan/trim | Warna bingkai kacamata | Desain bingkai kacamata | Bahan bingkai kacamata | Pola bingkai kacamata | Bentuk bingkai kacamata | Jenis engsel kacamata | Bahan lensa kacamata | Bahan perhiasan | Pelapis lensa | Warna lensa | Pola lensa | Jenis lensa | Bahan | Desain bingkai optik | Pola | Sterilitas produk | Jenis kelamin sasaran | Warna pelipis | Pola pelipis,False,exact-raw
1262,TAS RANSEL / PUNGGUNG ANAK,4,true,638,Fashion > TAS & KOPER > TAS ANAK > TAS RANSEL / PUNGGUNG ANAK,,0,0.006,0.0,0.194,0.009,0.0,0.0,0.0,0.136,UNMAPPED,,0,,,
49,FASHION ANAK & BAYI,2,false,596,Fashion > FASHION ANAK & BAYI,,0,0.013,0.0,0.19,0.015,0.04,0.06,0.002,0.07,UNMAPPED,,0,,,
1180,CELANA DALAM PRIA,4,true,589,Fashion > FASHION PRIA > PAKAIAN DALAM PRIA > CELANA DALAM PRIA,model_code,1,0.153,0.041,0.031,0.0,0.037,0.16,0.0,0.438,EXACT,Busana dan Aksesori > Pakaian > Pakaian Dalam Pria > Pakaian Dalam Pria > Celana Dalam,9,Petunjuk perawatan | Warna | Kain | Fitur pakaian intim | Pola | Gaya kantong | Ukuran | Jenis ukuran | Jenis kelamin sasaran,False,exact-stripped
1141,BAWAHAN ANAK LAKI-LAKI,4,true,584,Fashion > FASHION ANAK & BAYI > PAKAIAN ANAK LAKI-LAKI > BAWAHAN ANAK LAKI-LAKI,material,1,0.019,0.0,0.171,0.002,0.26,0.08,0.031,0.029,UNMAPPED,,0,,,
1727,BOTOL MINUM PLASTIK,8,true,583,Perawatan Diri & Rumah Tangga > Rumah Tangga > Peralatan & Perlengkapan Rumah Tangga > PERALATAN RUMAH TANGGA > PERALATAN DAN PENYIMPANAN DI DAPUR > TEMPAT PENYIMPANAN MAKANAN & MINUMAN > TEMPAT PENYIMPANAN MINUMAN / CAIRAN > BOTOL MINUM PLASTIK,colour|model_code|net_content,3,0.545,0.002,0.391,0.019,0.015,0.017,0.0,0.424,UNMAPPED,,0,,,
377,AKSESORIS FASHION DEWASA LAINNYA,3,true,569,Fashion > AKSESORIS FASHION DEWASA > AKSESORIS FASHION DEWASA LAINNYA,,0,0.0,0.004,0.086,0.007,0.074,0.0,0.004,0.032,UNMAPPED,,0,,,
1144,SET PAKAIAN ANAK LAKI-LAKI,4,true,569,Fashion > FASHION ANAK & BAYI > PAKAIAN ANAK LAKI-LAKI > SET PAKAIAN ANAK LAKI-LAKI,,0,0.021,0.0,0.03,0.004,0.018,0.033,0.002,0.144,EXACT,Busana dan Aksesori > Pakaian > Set Pakaian,26,Fitur pakaian aktif | Aktivitas | Kelompok usia | Fitur bra | Jenis tali bra | Tingkat sokongan bra | Petunjuk perawatan | Fitur pakaian | Warna | Ukuran cup bra | Acara dress | Gaya dress | Kain | Fit | Garis leher | Jenis panjang celana | Pola | Ukuran | Jenis ukuran | Gaya rok | Jenis panjang rok/gaun | Jenis panjang lengan | Keadaan jahitan | Jenis kelamin sasaran | Jenis panjang atasan | Ketinggian pinggang,True,exact-stripped
58,SEPATU PRIA,2,false,558,Fashion > SEPATU PRIA,colour|garment_size,2,0.0,0.0,0.672,0.023,0.0,0.927,0.0,0.088,EXACT,Busana dan Aksesori > Sepatu,17,Kelompok usia | Petunjuk perawatan | Jenis penutupan | Warna | Metode pembuatan alas kaki | Bahan alas kaki | Jenis ketinggian tumit | Bahan pelapis | Gaya acara | Bahan sol luar | Pola | Fitur sepatu | Kesesuaian sepatu | Ukuran sepatu | Jenis kelamin sasaran | Jenis pelindung ujung | Gaya kaki,True,exact-stripped
1145,ATASAN ANAK PEREMPUAN,4,true,541,Fashion > FASHION ANAK & BAYI > PAKAIAN ANAK PEREMPUAN > ATASAN ANAK PEREMPUAN,,0,0.006,0.0,0.153,0.013,0.03,0.122,0.011,0.072,UNMAPPED,,0,,,
398,ATASAN WANITA,3,false,523,Fashion > FASHION WANITA > ATASAN WANITA,colour,1,0.029,0.0,0.245,0.01,0.006,0.113,0.01,0.111,UNMAPPED,,0,,,
1147,BAWAHAN ANAK PEREMPUAN,4,true,521,Fashion > FASHION ANAK & BAYI > PAKAIAN ANAK PEREMPUAN > BAWAHAN ANAK PEREMPUAN,colour|garment_size,2,0.012,0.0,0.23,0.006,0.167,0.219,0.0,0.1,UNMAPPED,,0,,,
67,BONEKA ,2,true,518,Mainan dan Alat Lainnya > BONEKA ,,0,0.0,0.002,0.048,0.023,0.004,0.0,0.0,0.015,EXACT,"Mainan & Permainan > Mainan > Boneka, Set Mainan & Figur Mainan > Boneka",11,Ukuran baterai | Jenis baterai | Warna | Tipe mata boneka | Fitur boneka | Jenis serat rambut boneka | Jenis boneka | Skala rumah boneka | Pola | Rekomendasi kelompok usia | Bahan mainan/permainan,False,exact-raw
1282,TAS RANSEL WANITA,4,true,513,Fashion > TAS & KOPER > TAS WANITA > TAS RANSEL WANITA,model_code,1,0.039,0.0,0.166,0.006,0.0,0.0,0.004,0.306,FUZZY,"Busana dan Aksesori > Tas Tangan, Dompet & Kotak > Tas Tangan > Tas Ransel Tangan",12,Ukuran aksesori | Kelompok usia | Hiasan tas | Penutup tas/kotak | Fitur tas/kotak | Bahan tas/kotak | Fitur penyimpanan tas/kotak | Petunjuk perawatan | Opsi bawa | Warna | Pola | Jenis kelamin sasaran,False,fuzzy-stripped
69,MAINAN ANAK PEREMPUAN,2,true,496,Mainan dan Alat Lainnya > MAINAN ANAK PEREMPUAN,model_code|pack_count,2,0.002,0.335,0.014,0.01,0.002,0.0,0.008,0.774,UNMAPPED,,0,,,
1151,SET PAKAIAN ANAK PEREMPUAN,4,true,485,Fashion > FASHION ANAK & BAYI > PAKAIAN ANAK PEREMPUAN > SET PAKAIAN ANAK PEREMPUAN,model_code,1,0.043,0.002,0.134,0.014,0.033,0.049,0.006,0.231,EXACT,Busana dan Aksesori > Pakaian > Set Pakaian,26,Fitur pakaian aktif | Aktivitas | Kelompok usia | Fitur bra | Jenis tali bra | Tingkat sokongan bra | Petunjuk perawatan | Fitur pakaian | Warna | Ukuran cup bra | Acara dress | Gaya dress | Kain | Fit | Garis leher | Jenis panjang celana | Pola | Ukuran | Jenis ukuran | Gaya rok | Jenis panjang rok/gaun | Jenis panjang lengan | Keadaan jahitan | Jenis kelamin sasaran | Jenis panjang atasan | Ketinggian pinggang,True,exact-stripped
458,LIPSTICK,3,true,482,Kosmetik dan Alat Kecantikan > MAKE UP BIBIR > LIPSTICK,colour|net_content,2,0.541,0.0,0.477,0.037,0.002,0.0,0.05,0.085,UNMAPPED,,0,,,
59,SEPATU WANITA,2,false,481,Fashion > SEPATU WANITA,colour|garment_size,2,0.002,0.0,0.784,0.05,0.0,0.971,0.008,0.067,EXACT,Busana dan Aksesori > Sepatu,17,Kelompok usia | Petunjuk perawatan | Jenis penutupan | Warna | Metode pembuatan alas kaki | Bahan alas kaki | Jenis ketinggian tumit | Bahan pelapis | Gaya acara | Bahan sol luar | Pola | Fitur sepatu | Kesesuaian sepatu | Ukuran sepatu | Jenis kelamin sasaran | Jenis pelindung ujung | Gaya kaki,True,exact-stripped
1721,KOTAK MAKAN PLASTIK,8,true,467,Perawatan Diri & Rumah Tangga > Rumah Tangga > Peralatan & Perlengkapan Rumah Tangga > PERALATAN RUMAH TANGGA > PERALATAN DAN PENYIMPANAN DI DAPUR > TEMPAT PENYIMPANAN MAKANAN & MINUMAN > TEMPAT PENYIMPANAN MAKANAN > KOTAK MAKAN PLASTIK,colour|model_code|net_content,3,0.313,0.107,0.24,0.021,0.0,0.002,0.019,0.328,UNMAPPED,,0,,,
60,TAS & KOPER,2,false,456,Fashion > TAS & KOPER,colour,1,0.002,0.064,0.296,0.022,0.015,0.009,0.002,0.075,UNMAPPED,,0,,,
1161,KAUS POLO PRIA,4,true,432,Fashion > FASHION PRIA > ATASAN PRIA > KAUS POLO PRIA,colour|model_code,2,0.012,0.0,0.208,0.014,0.014,0.028,0.009,0.412,UNMAPPED,,0,,,
1318,SUSU CAIR & UHT,5,true,427,Makanan dan Minuman > MINUMAN > MINUMAN DALAM KEMASAN > SUSU > SUSU CAIR & UHT,colour|flavour|net_content,3,0.956,0.005,0.302,0.358,0.007,0.0,0.148,0.054,UNMAPPED,,0,,,
547,SNACK LAINNYA,4,true,420,"Makanan dan Minuman > MAKANAN KECIL  > COOKIES, BISKUIT DAN LAIN LAIN > SNACK LAINNYA",flavour|net_content,2,0.945,0.033,0.093,0.407,0.021,0.0,0.007,0.012,UNMAPPED,,0,,,
891,PEMBERSIH WAJAH (FACE WASH),4,true,412,Perawatan Diri & Rumah Tangga > Perawatan Diri > PERAWATAN WAJAH > PEMBERSIH WAJAH (FACE WASH),net_content,1,0.993,0.007,0.192,0.044,0.0,0.0,0.044,0.022,UNMAPPED,,0,,,
1476,SABUN BADAN CAIR KEMASAN REFILL,6,true,402,Perawatan Diri & Rumah Tangga > Perawatan Diri > PERAWATAN BADAN > SABUN BADAN > SABUN BADAN CAIR > SABUN BADAN CAIR KEMASAN REFILL,net_content|scent,2,0.983,0.032,0.187,0.1,0.012,0.0,0.209,0.037,UNMAPPED,,0,,,
48,AKSESORIS FASHION DEWASA,2,false,385,Fashion > AKSESORIS FASHION DEWASA,colour,1,0.013,0.01,0.21,0.021,0.182,0.003,0.003,0.023,UNMAPPED,,0,,,
1229,DASTER WANITA,4,true,380,Fashion > FASHION WANITA > PAKAIAN TIDUR WANITA > DASTER WANITA,,0,0.016,0.0,0.113,0.021,0.013,0.063,0.0,0.089,UNMAPPED,,0,,,
57,SEPATU ANAK & BAYI,2,false,379,Fashion > SEPATU ANAK & BAYI,colour|garment_size|model_code,3,0.008,0.0,0.277,0.0,0.005,0.538,0.0,0.507,EXACT,Busana dan Aksesori > Sepatu > Sepatu Bayi & Anak,12,Petunjuk perawatan | Jenis penutupan | Warna | Bahan alas kaki | Bahan pelapis | Bahan sol luar | Pola | Fitur sepatu | Kesesuaian sepatu | Ukuran sepatu | Jenis kelamin sasaran | Gaya kaki,True,exact-raw
42,DEKORASI & KELENGKAPAN PESTA,2,false,378,Alat dan Buku Tulis > DEKORASI & KELENGKAPAN PESTA,colour,1,0.003,0.053,0.275,0.019,0.029,0.005,0.011,0.048,UNMAPPED,,0,,,
1723,TOPLES,8,true,377,Perawatan Diri & Rumah Tangga > Rumah Tangga > Peralatan & Perlengkapan Rumah Tangga > PERALATAN RUMAH TANGGA > PERALATAN DAN PENYIMPANAN DI DAPUR > TEMPAT PENYIMPANAN MAKANAN & MINUMAN > TEMPAT PENYIMPANAN MAKANAN > TOPLES,colour|model_code|net_content,3,0.414,0.016,0.202,0.005,0.04,0.029,0.003,0.387,UNMAPPED,,0,,,
1152,TERUSAN ANAK PEREMPUAN,4,true,376,Fashion > FASHION ANAK & BAYI > PAKAIAN ANAK PEREMPUAN > TERUSAN ANAK PEREMPUAN,model_code,1,0.016,0.0,0.035,0.005,0.019,0.024,0.016,0.311,UNMAPPED,,0,,,
549,PERMEN,4,true,375,Makanan dan Minuman > MAKANAN KECIL  > PERMEN MARSHMALLOW DAN LAIN LAIN > PERMEN,flavour|net_content|pack_count,3,0.944,0.267,0.117,0.403,0.011,0.0,0.019,0.021,AMBIGUOUS,,0,,,exact-raw
1177,CELANA PENDEK PRIA,4,true,368,Fashion > FASHION PRIA > BAWAHAN PRIA > CELANA PENDEK PRIA,model_code,1,0.041,0.0,0.193,0.003,0.082,0.166,0.0,0.321,AMBIGUOUS,,0,,,exact-stripped
1541,ALAT DAPUR & AKSESORIS DAPUR,6,false,361,Perawatan Diri & Rumah Tangga > Rumah Tangga > Peralatan & Perlengkapan Rumah Tangga > PERALATAN RUMAH TANGGA > PERALATAN DAN PENYIMPANAN DI DAPUR > ALAT DAPUR & AKSESORIS DAPUR,material,1,0.033,0.169,0.111,0.072,0.302,0.003,0.011,0.136,UNMAPPED,,0,,,
1135,JEPIT RAMBUT DEWASA,4,true,358,Fashion > AKSESORIS FASHION DEWASA > AKSESORIS RAMBUT DEWASA > JEPIT RAMBUT DEWASA,,0,0.0,0.003,0.064,0.006,0.095,0.0,0.003,0.003,AMBIGUOUS,,0,,,fuzzy-stripped
1796,CARDINAL OBRAL,4,false,353,UNUSED > AREA DISPLAY > CARDINAL > CARDINAL OBRAL,model_code,1,0.054,0.0,0.0,0.0,0.0,0.0,0.0,0.688,UNMAPPED,,0,,,
85,COKLAT MAKANAN KECIL,3,true,348,Makanan dan Minuman > MAKANAN KECIL  > COKLAT MAKANAN KECIL,colour|net_content,2,0.925,0.066,0.218,0.089,0.003,0.0,0.0,0.032,UNMAPPED,,0,,,
1187,KEMEJA WANITA,4,true,347,Fashion > FASHION WANITA > ATASAN WANITA > KEMEJA WANITA,,0,0.141,0.0,0.176,0.0,0.014,0.11,0.0,0.078,AMBIGUOUS,,0,,,exact-stripped
1455,CELANA OLAHRAGA PRIA,5,true,342,Fashion > PAKAIAN OLAHRAGA > PAKAIAN OLAHRAGA PRIA > BAWAHAN OLAHRAGA PRIA > CELANA OLAHRAGA PRIA,,0,0.023,0.0,0.146,0.009,0.006,0.061,0.0,0.114,UNMAPPED,,0,,,
1159,SETELAN BAYI,4,true,340,Fashion > FASHION ANAK & BAYI > PAKAIAN BAYI > SETELAN BAYI,,0,0.012,0.0,0.05,0.003,0.012,0.079,0.003,0.109,EXACT,Busana dan Aksesori > Pakaian > Setelan,15,Kelompok usia | Petunjuk perawatan | Fitur pakaian | Warna | Kain | Konfigurasi kancing depan | Gaya ventilasi selubung | Gaya lapel | Garis leher | Pola | Ukuran | Jenis ukuran | Jenis panjang lengan | Setelan jas | Jenis kelamin sasaran,True,exact-stripped
1567,SELIMUT (BEDCOVER),6,true,335,Perawatan Diri & Rumah Tangga > Rumah Tangga > Peralatan & Perlengkapan Rumah Tangga > PERLENGKAPAN RUMAH TANGGA > PERLENGKAPAN KAMAR & KAMAR MANDI > SELIMUT (BEDCOVER),pack_count,1,0.0,0.382,0.11,0.012,0.0,0.0,0.015,0.081,EXACT,Rumah & Taman > Linen & Alas Tidur > Alas Tidur > Selimut & Bedcover,8,Ukuran alas tidur | Petunjuk perawatan | Warna | Kain | Perawatan bahan | Pola | Jenis konstruksi selimut | Tingkat kehangatan,False,exact-raw
1253,SANDAL ANAK PEREMPUAN,4,true,334,Fashion > SEPATU ANAK & BAYI > SEPATU ANAK & BAYI PEREMPUAN > SANDAL ANAK PEREMPUAN,colour|garment_size|model_code,3,0.018,0.0,0.347,0.033,0.0,0.509,0.003,0.234,EXACT,Busana dan Aksesori > Sepatu > Sandal,16,Kelompok usia | Petunjuk perawatan | Jenis penutupan | Warna | Bahan alas kaki | Jenis ketinggian tumit | Bahan pelapis | Gaya acara | Bahan sol luar | Pola | Gaya sandal | Fitur sepatu | Kesesuaian sepatu | Ukuran sepatu | Jenis kelamin sasaran | Gaya kaki,True,exact-stripped
1373,PARFUM WANITA,5,true,327,Perawatan Diri & Rumah Tangga > Perawatan Diri > FRAGRANCE & DEODORAN > PARFUM (EAU DE TOILETTE) > PARFUM WANITA,net_content|scent,2,1.0,0.0,0.138,0.034,0.003,0.0,0.214,0.034,UNMAPPED,,0,,,
278,BOHLAM,3,true,323,Elektronik > ALAT ELEKTRONIK RUMAH LAINNYA > BOHLAM,colour|model_code,2,0.0,0.025,0.257,0.006,0.0,0.0,0.0,0.375,EXACT,Rumah & Taman > Pencahayaan > Bohlam,11,Jenis tutup bohlam | Finishing bohlam | Bentuk bohlam | Ukuran bohlam | Warna | Kelas efisiensi energi | Warna lampu | Pola cahaya | Temperatur cahaya | Fitur pencahayaan | Pola,True,exact-raw
899,BODY LOTION,4,true,320,Perawatan Diri & Rumah Tangga > Perawatan Diri > PERAWATAN BADAN > BODY LOTION,colour|net_content,2,0.994,0.009,0.203,0.056,0.0,0.0,0.144,0.05,UNMAPPED,,0,,,
1276,DOMPET WANITA,4,true,320,Fashion > TAS & KOPER > TAS WANITA > DOMPET WANITA,colour|model_code,2,0.0,0.0,0.225,0.006,0.016,0.0,0.0,0.303,EXACT,"Busana dan Aksesori > Tas Tangan, Dompet & Kotak > Dompet & Klip Uang > Dompet",8,Kelompok usia | Opsi bawa | Bahan aksesori pakaian | Warna | Jenis kulit | Pola | Jenis kelamin sasaran | Fitur dompet,False,exact-stripped
612,MIE INSTAN BUNGKUS,4,true,318,"Makanan dan Minuman > MAKANAN & BAHAN MAKANAN > MIE, BIHUN, KWETIAU INSTAN > MIE INSTAN BUNGKUS",flavour|net_content,2,0.965,0.085,0.06,0.456,0.006,0.0,0.016,0.022,UNMAPPED,,0,,,
1199,KERUDUNG WANITA,4,true,314,Fashion > FASHION WANITA > BAJU MUSLIM WANITA > KERUDUNG WANITA,,0,0.0,0.0,0.143,0.016,0.0,0.051,0.006,0.0,UNMAPPED,,0,,,
1317,SUSU BUBUK,5,true,310,Makanan dan Minuman > MINUMAN > MINUMAN DALAM KEMASAN > SUSU > SUSU BUBUK,colour|flavour|net_content,3,0.987,0.11,0.235,0.677,0.006,0.0,0.0,0.026,EXACT,"Makanan, Minuman & Tembakau > Item Makanan > Bahan Memasak & Baking > Susu Kaleng & Bubuk > Susu Bubuk",3,Informasi alergen | Preferensi diet | Persyaratan penyimpanan,False,exact-raw
1473,POPOK (DIAPERS) ANAK & BAYI SEKALI PAKAI (DISPOSABLE) MODEL CELANA,6,true,306,Keperluan Anak dan Bayi > PERLENGKAPAN ANAK & BAYI > PERLENGKAPAN KEBERSIHAN ANAK & BAYI > POPOK (DIAPERS) ANAK & BAYI > POPOK (DIAPERS) ANAK & BAYI SEKALI PAKAI (DISPOSABLE) > POPOK (DIAPERS) ANAK & BAYI SEKALI PAKAI (DISPOSABLE) MODEL CELANA,model_code,1,0.003,0.016,0.141,0.0,0.0,0.02,0.0,0.843,UNMAPPED,,0,,,
404,PAKAIAN DALAM WANITA,3,false,299,Fashion > FASHION WANITA > PAKAIAN DALAM WANITA,colour,1,0.067,0.0,0.247,0.017,0.0,0.181,0.0,0.151,FUZZY,Busana dan Aksesori > Pakaian > Lingeri > Slip Pakaian Dalam Wanita,8,Petunjuk perawatan | Warna | Kain | Fitur pakaian intim | Pola | Ukuran | Jenis ukuran | Jenis kelamin sasaran,False,fuzzy-raw
1246,SANDAL ANAK LAKI-LAKI,4,true,298,Fashion > SEPATU ANAK & BAYI > SEPATU ANAK & BAYI LAKI-LAKI > SANDAL ANAK LAKI-LAKI,colour|garment_size,2,0.0,0.0,0.352,0.027,0.003,0.487,0.0,0.154,EXACT,Busana dan Aksesori > Sepatu > Sandal,16,Kelompok usia | Petunjuk perawatan | Jenis penutupan | Warna | Bahan alas kaki | Jenis ketinggian tumit | Bahan pelapis | Gaya acara | Bahan sol luar | Pola | Gaya sandal | Fitur sepatu | Kesesuaian sepatu | Ukuran sepatu | Jenis kelamin sasaran | Gaya kaki,True,exact-stripped
1134,IKAT RAMBUT DEWASA,4,true,297,Fashion > AKSESORIS FASHION DEWASA > AKSESORIS RAMBUT DEWASA > IKAT RAMBUT DEWASA,material,1,0.0,0.03,0.088,0.0,0.923,0.0,0.003,0.01,AMBIGUOUS,,0,,,exact-stripped
1294,SERAGAM SD,4,true,296,Fashion > SERAGAM & ATRIBUT SEKOLAH > SERAGAM SEKOLAH > SERAGAM SD,colour,1,0.0,0.0,0.649,0.0,0.0,0.007,0.0,0.0,UNMAPPED,,0,,,
380,IKAT PINGGANG,3,true,294,Fashion > AKSESORIS FASHION DEWASA > IKAT PINGGANG,colour,1,0.0,0.007,0.721,0.024,0.017,0.014,0.0,0.037,UNMAPPED,,0,,,
1143,PAKAIAN MUSLIM ANAK LAKI-LAKI,4,true,293,Fashion > FASHION ANAK & BAYI > PAKAIAN ANAK LAKI-LAKI > PAKAIAN MUSLIM ANAK LAKI-LAKI,,0,0.003,0.0,0.198,0.0,0.027,0.099,0.0,0.065,FUZZY,Busana dan Aksesori > Pakaian > Pakaian Bayi & Anak > Pakaian Dalam Bayi & Anak > Pakaian Dalam Anak Laki-Laki,9,Kelompok usia | Petunjuk perawatan | Warna | Kain | Fitur pakaian intim | Pola | Ukuran | Jenis ukuran | Jenis kelamin sasaran,True,fuzzy-raw
1136,SISIR DEWASA,4,true,292,Fashion > AKSESORIS FASHION DEWASA > AKSESORIS RAMBUT DEWASA > SISIR DEWASA,,0,0.0,0.017,0.038,0.01,0.031,0.0,0.0,0.13,UNMAPPED,,0,,,
