id,name,depth,is_leaf,products,full_path,measured_need,measured_n,share_net_content,share_pack_count,share_colour,share_flavour,share_material,share_garment_size,share_scent,share_model_code,inferred_verdict,inferred_node,inferred_n,inferred_attrs,inferred_flagged_ancestor,inferred_tier
1272,TAS SELEMPANG PRIA,4,true,129,Fashion > TAS & KOPER > TAS PRIA > TAS SELEMPANG PRIA,model_code,1,0.023,0.0,0.178,0.016,0.031,0.008,0.0,0.225,EXACT,"Busana dan Aksesori > Tas Tangan, Dompet & Kotak > Tas Tangan > Tas Selempang",14,Ukuran aksesori | Kelompok usia | Hiasan tas | Penutup tas/kotak | Fitur tas/kotak | Bahan tas/kotak | Fitur penyimpanan tas/kotak | Petunjuk perawatan | Opsi bawa | Warna | Jenis Kayu | Pola | Jenis kelamin sasaran | Finishing kayu,False,exact-stripped
1251,SEPATU SNEAKERS ANAK LAKI-LAKI,4,true,128,Fashion > SEPATU ANAK & BAYI > SEPATU ANAK & BAYI LAKI-LAKI > SEPATU SNEAKERS ANAK LAKI-LAKI,colour|garment_size,2,0.0,0.0,0.383,0.0,0.016,0.93,0.0,0.047,UNMAPPED,,0,,,
568,BUMBU REMPAH,4,true,127,Makanan dan Minuman > MAKANAN & BAHAN MAKANAN > BUMBU DAPUR > BUMBU REMPAH,colour|net_content,2,0.961,0.102,0.213,0.134,0.024,0.0,0.031,0.016,EXACT,"Makanan, Minuman & Tembakau > Item Makanan > Bumbu & Rempah",5,Informasi alergen | Preferensi diet | Bentuk produk makanan | Variasi bumbu | Persyaratan penyimpanan,True,exact-raw
591,NUGGET BEKU,4,true,127,Makanan dan Minuman > MAKANAN & BAHAN MAKANAN > MAKANAN BEKU > NUGGET BEKU,net_content,1,0.961,0.0,0.071,0.189,0.0,0.0,0.024,0.031,UNMAPPED,,0,,,
1726,ANEKA BOTOL KOSONG,8,true,127,Perawatan Diri & Rumah Tangga > Rumah Tangga > Peralatan & Perlengkapan Rumah Tangga > PERALATAN RUMAH TANGGA > PERALATAN DAN PENYIMPANAN DI DAPUR > TEMPAT PENYIMPANAN MAKANAN & MINUMAN > TEMPAT PENYIMPANAN MINUMAN / CAIRAN > ANEKA BOTOL KOSONG,model_code|net_content,2,0.504,0.016,0.15,0.0,0.039,0.031,0.016,0.268,UNMAPPED,,0,,,
534,CRACKERS,4,true,126,"Makanan dan Minuman > MAKANAN KECIL  > COOKIES, BISKUIT DAN LAIN LAIN > CRACKERS",net_content,1,0.984,0.032,0.159,0.183,0.0,0.0,0.0,0.0,UNMAPPED,,0,,,
1024,PITA SATIN,4,true,126,"Hobi, Ibadah, dan Olahraga > MENJAHIT > PITA > PITA SATIN",colour,1,0.0,0.0,0.865,0.079,0.0,0.0,0.024,0.0,EXACT,Seni & Hiburan > Hobi & Seni Kreatif > Seni & Kerajinan > Bahan Seni & Kerajinan > Hiasan & Trim > Pita & Trim > Pita Satin,7,Warna | Jenis proyek kerajinan | Bahan hiasan/trim | Pola | Tingkat kilau pita | Jenis lapisan belakang pita/trim | Jenis permukaan pita satin,False,exact-raw
390,PAKAIAN ANAK PEREMPUAN,3,false,124,Fashion > FASHION ANAK & BAYI > PAKAIAN ANAK PEREMPUAN,model_code,1,0.056,0.0,0.153,0.0,0.04,0.073,0.032,0.25,EXACT,Busana dan Aksesori > Pakaian,9,Kelompok usia | Petunjuk perawatan | Fitur pakaian | Warna | Kain | Pola | Ukuran | Jenis ukuran | Jenis kelamin sasaran,True,exact-stripped
557,BUBUK PUDDING/JELLY/AGAR-AGAR DAN VLA,4,true,124,Makanan dan Minuman > MAKANAN & BAHAN MAKANAN > BAHAN KUE > BUBUK PUDDING/JELLY/AGAR-AGAR DAN VLA,colour|flavour|net_content,3,0.984,0.0,0.21,0.637,0.008,0.0,0.0,0.016,UNMAPPED,,0,,,
1609,TISU FACIAL (HALUS),7,true,124,Perawatan Diri & Rumah Tangga > Rumah Tangga > Peralatan & Perlengkapan Rumah Tangga > PERALATAN RUMAH TANGGA > PERALATAN KEBERSIHAN RUMAH TANGGA > TISU > TISU FACIAL (HALUS),pack_count,1,0.089,0.306,0.056,0.008,0.0,0.0,0.073,0.081,UNMAPPED,,0,,,
75,MAKANAN & MINUMAN BAYI,3,true,123,Makanan dan Minuman > KONSUMSI BAYI > MAKANAN & MINUMAN BAYI,colour|flavour|net_content,3,0.984,0.089,0.268,0.512,0.098,0.0,0.0,0.016,AMBIGUOUS,,0,,,fuzzy-raw
303,PEN WARNA WARNI,3,true,123,Alat dan Buku Tulis > ALAT MENGGAMBAR / MELUKIS > PEN WARNA WARNI,colour|model_code,2,0.024,0.065,0.715,0.049,0.0,0.008,0.049,0.268,UNMAPPED,,0,,,
395,BATIK PRIA,3,false,123,Fashion > FASHION PRIA > BATIK PRIA,,0,0.0,0.0,0.033,0.0,0.057,0.057,0.0,0.138,UNMAPPED,,0,,,
1676,TEMPAT SAMPAH,7,true,123,Perawatan Diri & Rumah Tangga > Rumah Tangga > Peralatan & Perlengkapan Rumah Tangga > PERALATAN RUMAH TANGGA > PERALATAN DAN PENYIMPANAN DI DAPUR > KERANJANG & TEMPAT SAMPAH > TEMPAT SAMPAH,model_code|net_content,2,0.228,0.0,0.163,0.008,0.033,0.041,0.008,0.228,EXACT,Rumah & Taman > Perlengkapan Rumah Tangga > Penampungan Limbah > Tempat Sampah & Keranjang Sampah > Tempat Sampah,11,Warna | Jenis tutup | Bahan | Jenis pemasangan | Jumlah kompartemen | Mekanisme pembukaan | Pola | Bentuk | Lokasi yang cocok | Ruang yang cocok | Fitur tempat sampah,False,exact-raw
1261,TAS SELEMPANG ANAK,4,true,122,Fashion > TAS & KOPER > TAS ANAK > TAS SELEMPANG ANAK,colour|model_code,2,0.0,0.0,0.328,0.025,0.033,0.0,0.0,0.336,EXACT,"Busana dan Aksesori > Tas Tangan, Dompet & Kotak > Tas Tangan > Tas Selempang",14,Ukuran aksesori | Kelompok usia | Hiasan tas | Penutup tas/kotak | Fitur tas/kotak | Bahan tas/kotak | Fitur penyimpanan tas/kotak | Petunjuk perawatan | Opsi bawa | Warna | Jenis Kayu | Pola | Jenis kelamin sasaran | Finishing kayu,False,exact-stripped
596,SOSIS BEKU,4,true,121,Makanan dan Minuman > MAKANAN & BAHAN MAKANAN > MAKANAN BEKU > SOSIS BEKU,flavour|net_content|pack_count,3,0.868,0.306,0.116,0.405,0.0,0.0,0.008,0.017,UNMAPPED,,0,,,
1115,LILIN ULANG TAHUN,4,true,121,Alat dan Buku Tulis > DEKORASI & KELENGKAPAN PESTA > LILIN > LILIN ULANG TAHUN,,0,0.0,0.033,0.157,0.0,0.0,0.0,0.008,0.008,EXACT,Seni & Hiburan > Pesta & Perayaan > Perlengkapan Pesta > Lilin Ulang Tahun,4,Desain lilin ulang tahun | Jenis lilin ulang tahun | Warna | Pola,False,exact-raw
1142,PAKAIAN DALAM ANAK LAKI-LAKI,4,true,121,Fashion > FASHION ANAK & BAYI > PAKAIAN ANAK LAKI-LAKI > PAKAIAN DALAM ANAK LAKI-LAKI,model_code,1,0.033,0.008,0.083,0.0,0.0,0.033,0.0,0.512,EXACT,Busana dan Aksesori > Pakaian > Pakaian Bayi & Anak > Pakaian Dalam Bayi & Anak > Pakaian Dalam Anak Laki-Laki,9,Kelompok usia | Petunjuk perawatan | Warna | Kain | Fitur pakaian intim | Pola | Ukuran | Jenis ukuran | Jenis kelamin sasaran,True,exact-raw
96,MADU,3,true,120,Makanan dan Minuman > MAKANAN & BAHAN MAKANAN > MADU,flavour|net_content,2,0.992,0.167,0.108,0.3,0.0,0.0,0.042,0.025,EXACT,"Makanan, Minuman & Tembakau > Item Makanan > Kondimen & Saus > Madu",8,Informasi alergen | Preferensi diet | Bentuk madu | Metode pengolahan madu | Varietas madu | Jenis kemasan | Persyaratan penyimpanan | Madu berkualitas USDA,False,exact-raw
1182,KAOS SINGLET PRIA,4,true,120,Fashion > FASHION PRIA > PAKAIAN DALAM PRIA > KAOS SINGLET PRIA,colour|model_code,2,0.058,0.0,0.408,0.0,0.1,0.133,0.0,0.375,UNMAPPED,,0,,,
607,IKAN DALAM KEMASAN KALENG,4,true,119,Makanan dan Minuman > MAKANAN & BAHAN MAKANAN > MAKANAN DALAM KEMASAN & KALENG > IKAN DALAM KEMASAN KALENG,flavour|net_content,2,0.992,0.0,0.017,0.252,0.0,0.0,0.0,0.008,UNMAPPED,,0,,,
1174,BATIK LENGAN PANJANG PRIA,4,true,119,Fashion > FASHION PRIA > BATIK PRIA > BATIK LENGAN PANJANG PRIA,model_code,1,0.0,0.0,0.0,0.0,0.025,0.025,0.0,0.202,UNMAPPED,,0,,,
452,SERAGAM SEKOLAH,3,false,118,Fashion > SERAGAM & ATRIBUT SEKOLAH > SERAGAM SEKOLAH,colour,1,0.051,0.0,0.508,0.11,0.085,0.169,0.0,0.0,EXACT,Busana dan Aksesori > Pakaian > Seragam & Pakaian Kerja > Seragam Sekolah,14,Kelompok usia | Fitur pakaian | Warna | Kain | Standar ketahanan api | Kelas visibilitas tinggi | Metode pemasangan logo | Jenis panjang celana | Pola | Ukuran | Jenis ukuran | Jenis panjang rok/gaun | Jenis panjang lengan | Jenis kelamin sasaran,True,exact-raw
1128,IKAT RAMBUT ANAK,4,true,118,Fashion > AKSESORIS FASHION ANAK > AKSESORIS RAMBUT ANAK > IKAT RAMBUT ANAK,colour|material,2,0.0,0.059,0.22,0.017,0.619,0.0,0.0,0.093,AMBIGUOUS,,0,,,exact-stripped
423,BROS DEWASA,3,true,117,Fashion > PERHIASAN DEWASA > BROS DEWASA,,0,0.0,0.0,0.043,0.026,0.026,0.0,0.017,0.017,EXACT,Busana dan Aksesori > Perhiasan > Bros & Pin Lapel > Bros,7,Kelompok usia | Warna | Bahan perhiasan | Jenis perhiasan | Pola | Jenis penopang pin | Jenis kelamin sasaran,False,exact-stripped
1296,SERAGAM SMA,4,true,116,Fashion > SERAGAM & ATRIBUT SEKOLAH > SERAGAM SEKOLAH > SERAGAM SMA,colour,1,0.103,0.0,0.621,0.0,0.0,0.103,0.0,0.0,UNMAPPED,,0,,,
1743,PIRING PLASTIK,8,true,116,Perawatan Diri & Rumah Tangga > Rumah Tangga > Peralatan & Perlengkapan Rumah Tangga > PERALATAN RUMAH TANGGA > PERALATAN DAN PENYIMPANAN DI DAPUR > PERALATAN MAKAN > PIRING > PIRING PLASTIK,,0,0.0,0.043,0.138,0.017,0.043,0.0,0.009,0.086,UNMAPPED,,0,,,
814,GUNTING KUKU,4,true,115,Keperluan Anak dan Bayi > PERALATAN UNTUK ANAK & BAYI > PERALATAN KEBERSIHAN ANAK & BAYI > GUNTING KUKU,,0,0.035,0.009,0.061,0.0,0.009,0.0,0.0,0.157,EXACT,Kesehatan & Kecantikan > Perawatan Tubuh > Kosmetik > Alat Kosmetik > Alat Kuku > Gunting Kuku,15,Kelompok usia | Jenis mata pisau | Area tubuh | Bahan bulu sikat | Warna | Fitur | Finis | Keharuman | Bahan | Pola | Sertifikasi & standar produk | Bentuk produk | Bentuk | Cocok untuk jenis kulit | Jenis penggunaan,False,exact-raw
1140,BAJU LUARAN ANAK LAKI-LAKI,4,true,115,Fashion > FASHION ANAK & BAYI > PAKAIAN ANAK LAKI-LAKI > BAJU LUARAN ANAK LAKI-LAKI,,0,0.009,0.0,0.148,0.0,0.052,0.0,0.0,0.096,UNMAPPED,,0,,,
1438,KURSI,5,true,114,Perawatan Diri & Rumah Tangga > Rumah Tangga > Peralatan & Perlengkapan Rumah Tangga > PERLENGKAPAN RUMAH TANGGA > KURSI,colour,1,0.0,0.009,0.342,0.096,0.018,0.053,0.009,0.132,EXACT,Furnitur > Kursi,10,Jenis sandaran lengan | Perlu dirakit | Jenis sandaran | Petunjuk perawatan | Fitur kursi | Warna | Bahan | Pola | Jenis tempat duduk | Bahan pelapis,True,exact-raw
321,BUKU TULIS,3,true,113,Alat dan Buku Tulis > BUKU TULIS > BUKU TULIS,model_code|pack_count,2,0.035,0.31,0.088,0.044,0.053,0.0,0.0,0.283,UNMAPPED,,0,,,
924,VITAMIN & MULTIVITAMIN,4,true,113,Perawatan Diri & Rumah Tangga > Perawatan Diri > MULTIVITAMIN & SUPLEMEN > VITAMIN & MULTIVITAMIN,colour|net_content|pack_count,3,0.425,0.575,0.23,0.142,0.0,0.0,0.0,0.159,UNMAPPED,,0,,,
1009,BENANG RAJUT,4,true,113,"Hobi, Ibadah, dan Olahraga > MENJAHIT > BENANG > BENANG RAJUT",colour|flavour|material|net_content,4,0.345,0.0,0.788,0.239,0.354,0.0,0.018,0.0,EXACT,Seni & Hiburan > Hobi & Seni Kreatif > Seni & Kerajinan > Bahan Seni & Kerajinan > Serat Kerajinan > Benang Rajut,9,Warna | Teknik pewarnaan | Kain | Jenis proyek rajutan | Perawatan bahan | Pola | Bahan tanaman | Arah puntiran | Kategori bobot benang,False,exact-raw
875,PENATA RAMBUT (WAX/GEL/POMADE/FOAM),4,true,112,Perawatan Diri & Rumah Tangga > Perawatan Diri > PERAWATAN RAMBUT > PENATA RAMBUT (WAX/GEL/POMADE/FOAM),net_content,1,1.0,0.018,0.179,0.009,0.0,0.0,0.018,0.0,UNMAPPED,,0,,,
1623,BASKOM SAYUR,7,true,112,Perawatan Diri & Rumah Tangga > Rumah Tangga > Peralatan & Perlengkapan Rumah Tangga > PERALATAN RUMAH TANGGA > PERALATAN DAN PENYIMPANAN DI DAPUR > ALAT DAPUR & AKSESORIS DAPUR > BASKOM SAYUR,model_code,1,0.009,0.0,0.071,0.009,0.0,0.0,0.0,0.357,UNMAPPED,,0,,,
1742,PIRING MELAMIN,8,true,112,Perawatan Diri & Rumah Tangga > Rumah Tangga > Peralatan & Perlengkapan Rumah Tangga > PERALATAN RUMAH TANGGA > PERALATAN DAN PENYIMPANAN DI DAPUR > PERALATAN MAKAN > PIRING > PIRING MELAMIN,colour|model_code,2,0.0,0.0,0.384,0.054,0.0,0.0,0.0,0.348,UNMAPPED,,0,,,
317,BUKU GAMBAR,3,true,111,Alat dan Buku Tulis > BUKU TULIS > BUKU GAMBAR,pack_count,1,0.0,0.27,0.018,0.0,0.045,0.0,0.0,0.189,UNMAPPED,,0,,,
566,BUMBU PENYEDAP,4,true,111,Makanan dan Minuman > MAKANAN & BAHAN MAKANAN > BUMBU DAPUR > BUMBU PENYEDAP,flavour|net_content,2,0.991,0.126,0.027,0.568,0.0,0.0,0.027,0.009,UNMAPPED,,0,,,
544,PUDDING & JELLY,3,true,110,Makanan dan Minuman > MAKANAN KECIL  > PUDDING & JELLY,flavour|net_content|pack_count,3,0.882,0.327,0.109,0.236,0.0,0.0,0.0,0.091,UNMAPPED,,0,,,
545,RUMPUT LAUT,4,true,110,Makanan dan Minuman > MAKANAN KECIL  > KACANG DAN SNACK LAINNYA > RUMPUT LAUT,flavour|net_content|pack_count,3,0.982,0.227,0.136,0.4,0.0,0.0,0.0,0.0,AMBIGUOUS,,0,,,fuzzy-raw
1190,JAKET WANITA,4,true,110,Fashion > FASHION WANITA > BAJU LUARAN WANITA > JAKET WANITA,colour,1,0.018,0.0,0.382,0.027,0.018,0.055,0.0,0.018,EXACT,Busana dan Aksesori > Pakaian > Pakaian Aktif > Rompi & Jaket Aktif > Jaket,15,Fitur pakaian aktif | Aktivitas | Kelompok usia | Petunjuk perawatan | Warna | Kain | Bahan pengisi isolasi | Garis leher | Pola | Ukuran | Jenis ukuran | Jenis panjang lengan | Jenis kelamin sasaran | Jenis panjang atasan | Panjang bukaan ritsleting,False,exact-stripped
1573,TAPLAK MEJA,6,true,110,Perawatan Diri & Rumah Tangga > Rumah Tangga > Peralatan & Perlengkapan Rumah Tangga > PERLENGKAPAN RUMAH TANGGA > PERLENGKAPAN LAINNYA > TAPLAK MEJA,colour|model_code|pack_count,3,0.0,0.245,0.309,0.018,0.055,0.0,0.0,0.209,EXACT,Rumah & Taman > Linen & Alas Tidur > Linen Meja > Taplak Meja,8,Petunjuk perawatan | Warna | Kain | Struktur kain | Acara | Pola | Bentuk | Fitur taplak meja,False,exact-raw
402,BAWAHAN WANITA,3,false,109,Fashion > FASHION WANITA > BAWAHAN WANITA,garment_size|net_content,2,0.229,0.0,0.138,0.028,0.064,0.202,0.0,0.138,UNMAPPED,,0,,,
883,FACE MOISTURIZER,4,true,109,Perawatan Diri & Rumah Tangga > Perawatan Diri > PERAWATAN WAJAH > FACE MOISTURIZER,colour|net_content,2,0.982,0.009,0.312,0.018,0.0,0.0,0.037,0.028,UNMAPPED,,0,,,
1496,CAIRAN PENCUCI PIRING KEMASAN REFILL (POUCH),6,true,109,Perawatan Diri & Rumah Tangga > Rumah Tangga > BAHAN PEMBERSIH RUMAH > PEMBERSIH DAPUR > CAIRAN PENCUCI PIRING > CAIRAN PENCUCI PIRING KEMASAN REFILL (POUCH),flavour|net_content,2,0.917,0.028,0.11,0.514,0.0,0.0,0.028,0.11,UNMAPPED,,0,,,
371,STICKY NOTES,3,true,108,Alat dan Buku Tulis > PERALATAN UMUM > STICKY NOTES,model_code|pack_count,2,0.0,0.287,0.065,0.0,0.037,0.0,0.0,0.444,UNMAPPED,,0,,,
37,ALAT ELEKTRONIK RUMAH LAINNYA,2,false,107,Elektronik > ALAT ELEKTRONIK RUMAH LAINNYA,model_code,1,0.037,0.037,0.056,0.009,0.019,0.0,0.0,0.299,UNMAPPED,,0,,,
477,FOUNDATION (DASAR MAKE UP),3,true,107,Kosmetik dan Alat Kecantikan > MAKE UP WAJAH > FOUNDATION (DASAR MAKE UP),colour|model_code|net_content,3,0.822,0.0,0.561,0.0,0.0,0.0,0.009,0.215,UNMAPPED,,0,,,
524,TEH CELUP,4,true,107,"Makanan dan Minuman > COKLAT, KOPI & TEH > TEH MENTAH > TEH CELUP",colour|flavour|net_content|pack_count|scent,5,0.869,0.832,0.346,0.327,0.0,0.0,0.243,0.0,UNMAPPED,,0,,,
842,COTTON BUD ,4,true,107,Keperluan Anak dan Bayi > PERLENGKAPAN ANAK & BAYI > PERLENGKAPAN KEBERSIHAN ANAK & BAYI > COTTON BUD ,pack_count,1,0.0,0.785,0.037,0.028,0.0,0.0,0.019,0.019,UNMAPPED,,0,,,
1170,BAJU KOKO LENGAN PANJANG PRIA,4,true,107,Fashion > FASHION PRIA > BAJU MUSLIM PRIA > BAJU KOKO LENGAN PANJANG PRIA,,0,0.0,0.0,0.168,0.0,0.103,0.009,0.0,0.075,UNMAPPED,,0,,,
1442,PERLENGKAPAN LAINNYA,5,false,107,Perawatan Diri & Rumah Tangga > Rumah Tangga > Peralatan & Perlengkapan Rumah Tangga > PERLENGKAPAN RUMAH TANGGA > PERLENGKAPAN LAINNYA,,0,0.009,0.009,0.178,0.178,0.056,0.0,0.0,0.121,UNMAPPED,,0,,,
306,PENGHAPUS,3,true,106,Alat dan Buku Tulis > ALAT TULIS > PENGHAPUS,colour|model_code,2,0.0,0.085,0.292,0.0,0.0,0.0,0.038,0.566,EXACT,Perlengkapan Kantor > Perlengkapan Kantor Umum > Penghapus,2,Warna | Pola,True,exact-raw
1192,ROMPI WANITA,4,true,106,Fashion > FASHION WANITA > BAJU LUARAN WANITA > ROMPI WANITA,colour|model_code,2,0.019,0.0,0.217,0.019,0.009,0.0,0.019,0.208,AMBIGUOUS,,0,,,exact-stripped
1506,CAIRAN PEMBERSIH LANTAI KEMASAN REFILL (POUCH),6,true,106,Perawatan Diri & Rumah Tangga > Rumah Tangga > BAHAN PEMBERSIH RUMAH > PEMBERSIH LANTAI > CAIRAN PEMBERSIH LANTAI > CAIRAN PEMBERSIH LANTAI KEMASAN REFILL (POUCH),flavour|net_content|scent,3,0.943,0.019,0.075,0.425,0.038,0.0,0.377,0.047,UNMAPPED,,0,,,
50,FASHION PRIA,2,false,105,Fashion > FASHION PRIA,,0,0.067,0.0,0.029,0.0,0.0,0.01,0.0,0.124,UNMAPPED,,0,,,
633,KEJU,4,true,105,Makanan dan Minuman > MAKANAN & BAHAN MAKANAN > PRODUK SUSU > KEJU,colour|net_content|pack_count,3,0.924,0.229,0.229,0.067,0.0,0.0,0.01,0.01,EXACT,"Makanan, Minuman & Tembakau > Item Makanan > Produk Susu > Keju",7,Informasi alergen | Varian beta-kasein | Bentuk keju | Tekstur keju | Negara | Preferensi diet | Persyaratan penyimpanan,False,exact-raw
654,SEREAL,4,true,105,Makanan dan Minuman > MAKANAN & BAHAN MAKANAN > SEREAL & SARAPAN > SEREAL,flavour|net_content|pack_count,3,0.99,0.343,0.143,0.219,0.048,0.0,0.0,0.01,UNMAPPED,,0,,,
270,PERLENGKAPAN KOMPUTER,3,false,104,Elektronik > ALAT ELEKTRONIK KANTOR & GADGET > PERLENGKAPAN KOMPUTER,model_code,1,0.077,0.029,0.077,0.0,0.067,0.0,0.0,0.375,UNMAPPED,,0,,,
429,SEPATU ANAK & BAYI PEREMPUAN,3,false,104,Fashion > SEPATU ANAK & BAYI > SEPATU ANAK & BAYI PEREMPUAN,colour|garment_size,2,0.0,0.0,0.692,0.0,0.0,0.942,0.01,0.096,EXACT,Busana dan Aksesori > Sepatu,17,Kelompok usia | Petunjuk perawatan | Jenis penutupan | Warna | Metode pembuatan alas kaki | Bahan alas kaki | Jenis ketinggian tumit | Bahan pelapis | Gaya acara | Bahan sol luar | Pola | Fitur sepatu | Kesesuaian sepatu | Ukuran sepatu | Jenis kelamin sasaran | Jenis pelindung ujung | Gaya kaki,True,exact-stripped
511,MINUMAN RASA BUAH,4,true,104,Makanan dan Minuman > MINUMAN > MINUMAN DALAM KEMASAN > MINUMAN RASA BUAH,colour|flavour|net_content|pack_count,4,0.962,0.558,0.288,0.365,0.01,0.0,0.019,0.115,UNMAPPED,,0,,,
553,PERMEN PENYEGAR NAFAS,4,true,104,Makanan dan Minuman > MAKANAN KECIL  > PERMEN MARSHMALLOW DAN LAIN LAIN > PERMEN PENYEGAR NAFAS,colour|flavour|net_content|pack_count,4,0.894,0.385,0.231,0.692,0.0,0.0,0.067,0.0,UNMAPPED,,0,,,
845,TISU BASAH (BABY WIPES),4,true,104,Keperluan Anak dan Bayi > PERLENGKAPAN ANAK & BAYI > PERLENGKAPAN KEBERSIHAN ANAK & BAYI > TISU BASAH (BABY WIPES),pack_count,1,0.048,0.779,0.154,0.01,0.0,0.0,0.173,0.0,UNMAPPED,,0,,,
890,MICELLAR WATER,4,true,104,Perawatan Diri & Rumah Tangga > Perawatan Diri > PERAWATAN WAJAH > MICELLAR WATER,net_content,1,1.0,0.0,0.077,0.0,0.0,0.0,0.115,0.038,UNMAPPED,,0,,,
1264,DOMPET PRIA,4,true,104,Fashion > TAS & KOPER > TAS PRIA > DOMPET PRIA,,0,0.0,0.0,0.087,0.0,0.125,0.0,0.0,0.096,EXACT,"Busana dan Aksesori > Tas Tangan, Dompet & Kotak > Dompet & Klip Uang > Dompet",8,Kelompok usia | Opsi bawa | Bahan aksesori pakaian | Warna | Jenis kulit | Pola | Jenis kelamin sasaran | Fitur dompet,False,exact-stripped
1269,TAS PINGGANG PRIA,4,true,104,Fashion > TAS & KOPER > TAS PRIA > TAS PINGGANG PRIA,,0,0.106,0.0,0.058,0.0,0.01,0.067,0.0,0.067,AMBIGUOUS,,0,,,exact-stripped
1750,MANGKUK PLASTIK,8,true,104,Perawatan Diri & Rumah Tangga > Rumah Tangga > Peralatan & Perlengkapan Rumah Tangga > PERALATAN RUMAH TANGGA > PERALATAN DAN PENYIMPANAN DI DAPUR > PERALATAN MAKAN > MANGKUK > MANGKUK PLASTIK,colour,1,0.067,0.067,0.212,0.135,0.0,0.0,0.0,0.154,UNMAPPED,,0,,,
310,TIPPEX,3,true,103,Alat dan Buku Tulis > ALAT TULIS > TIPPEX,model_code,1,0.019,0.039,0.117,0.0,0.039,0.0,0.0,0.709,UNMAPPED,,0,,,
812,SHAMPOO ANAK & BAYI,4,true,103,Keperluan Anak dan Bayi > PERAWATAN ANAK & BAYI > PERAWATAN RAMBUT ANAK & BAYI > SHAMPOO ANAK & BAYI,net_content,1,1.0,0.0,0.184,0.146,0.0,0.0,0.078,0.0,UNMAPPED,,0,,,
907,HAND SANITIZER,4,true,103,Perawatan Diri & Rumah Tangga > Perawatan Diri > PERAWATAN BADAN > HAND SANITIZER,net_content,1,0.99,0.0,0.058,0.184,0.0,0.0,0.078,0.029,UNMAPPED,,0,,,
333,AKSESORIS ULANG TAHUN LAINNYA,3,true,102,Alat dan Buku Tulis > DEKORASI & KELENGKAPAN PESTA > AKSESORIS ULANG TAHUN LAINNYA,colour|model_code,2,0.0,0.02,0.451,0.0,0.049,0.0,0.049,0.314,UNMAPPED,,0,,,
1674,KERANJANG DAPUR,7,false,102,Perawatan Diri & Rumah Tangga > Rumah Tangga > Peralatan & Perlengkapan Rumah Tangga > PERALATAN RUMAH TANGGA > PERALATAN DAN PENYIMPANAN DI DAPUR > KERANJANG & TEMPAT SAMPAH > KERANJANG DAPUR,,0,0.0,0.029,0.059,0.039,0.0,0.0,0.01,0.098,UNMAPPED,,0,,,
1696,JAM DINDING,7,true,102,Perawatan Diri & Rumah Tangga > Rumah Tangga > Peralatan & Perlengkapan Rumah Tangga > PERLENGKAPAN RUMAH TANGGA > PERLENGKAPAN KAMAR & KAMAR MANDI > JAM > JAM DINDING,,0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.049,EXACT,Rumah & Taman > Dekorasi > Jam > Jam Dinding,11,Ukuran baterai | Jenis baterai | Jenis pergerakan jam | Warna | Mode tampilan | Bahan | Gaya angka | Pola | Sumber listrik | Bentuk | Jenis Stan/Pajangan,False,exact-raw
1132,TOPI ANAK,4,true,101,Fashion > AKSESORIS FASHION ANAK > AKSESORIS RAMBUT ANAK > TOPI ANAK,,0,0.0,0.0,0.01,0.03,0.0,0.0,0.0,0.139,EXACT,Busana dan Aksesori > Aksesori Pakaian > Topi,10,Item aksesori yang disertakan | Ukuran aksesori | Kelompok usia | Warna | Kain | Fitur penutup kepala | Pola | Ukuran | Jenis ukuran | Jenis kelamin sasaran,True,exact-stripped
1574,TIKAR,6,true,101,Perawatan Diri & Rumah Tangga > Rumah Tangga > Peralatan & Perlengkapan Rumah Tangga > PERLENGKAPAN RUMAH TANGGA > PERLENGKAPAN LAINNYA > TIKAR,,0,0.0,0.089,0.0,0.0,0.02,0.0,0.0,0.0,UNMAPPED,,0,,,
294,STEKER,3,true,100,Elektronik > ALAT ELEKTRONIK RUMAH LAINNYA > STEKER,model_code,1,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.27,UNMAPPED,,0,,,
942,SEMPROTAN PEMBASMI HAMA,4,true,100,Perawatan Diri & Rumah Tangga > Rumah Tangga > ANTI HAMA & SERANGGA > SEMPROTAN PEMBASMI HAMA,colour|net_content|scent,3,0.95,0.0,0.22,0.04,0.04,0.0,0.38,0.01,UNMAPPED,,0,,,
1275,KOPER BAGASI,4,false,100,Fashion > TAS & KOPER > TAS TRAVEL & KOPER > KOPER BAGASI,colour|model_code,2,0.0,0.0,0.9,0.01,0.03,0.0,0.15,0.5,EXACT,Bagasi & Tas > Koper > Koper Bagasi,10,Penutup tas/kotak | Fitur tas/kotak | Bahan tas/kotak | Fitur penyimpanan tas/kotak | Petunjuk perawatan | Opsi bawa | Warna | Pola | Jenis pemutar | Jenis pegangan koper,True,exact-raw
1551,KERANJANG LAUNDRY,6,true,100,Perawatan Diri & Rumah Tangga > Rumah Tangga > Peralatan & Perlengkapan Rumah Tangga > PERALATAN RUMAH TANGGA > PERALATAN DAN PENYIMPANAN PAKAIAN DAN CUCIAN > KERANJANG LAUNDRY,colour,1,0.02,0.04,0.31,0.04,0.0,0.0,0.01,0.15,UNMAPPED,,0,,,
