id,name,name_en,depth,numchild,is_leaf,full_code,code,is_public,ancestors_are_public,path,parent_id,parent_name,ancestor_names,full_path_name,products,products_active,products_subtree
1,Makanan dan Minuman,Food and Groceries,1,7,false,A001,A001,true,true,0001,,,,Makanan dan Minuman,2,2,14021
11,KONSUMSI BAYI,,2,3,false,A001-01,01,true,true,00010001,1,Makanan dan Minuman,Makanan dan Minuman,Makanan dan Minuman > KONSUMSI BAYI,0,0,446
75,MAKANAN & MINUMAN BAYI,,3,0,true,A001-01-01,01,true,true,000100010001,11,KONSUMSI BAYI,Makanan dan Minuman > KONSUMSI BAYI,Makanan dan Minuman > KONSUMSI BAYI > MAKANAN & MINUMAN BAYI,123,81,123
76,SNACK BAYI,,3,0,true,A001-01-02,02,true,true,000100010002,11,KONSUMSI BAYI,Makanan dan Minuman > KONSUMSI BAYI,Makanan dan Minuman > KONSUMSI BAYI > SNACK BAYI,149,83,149
77,SUSU FORMULA BAYI,,3,0,true,A001-01-03,03,true,true,000100010004,11,KONSUMSI BAYI,Makanan dan Minuman > KONSUMSI BAYI,Makanan dan Minuman > KONSUMSI BAYI > SUSU FORMULA BAYI,174,120,174
12,MINUMAN,,2,1,false,A001-02,02,true,true,00010003,1,Makanan dan Minuman,Makanan dan Minuman,Makanan dan Minuman > MINUMAN,6,2,2257
78,MINUMAN DALAM KEMASAN,,3,16,false,A001-02-01,01,true,true,000100030002,12,MINUMAN,Makanan dan Minuman > MINUMAN,Makanan dan Minuman > MINUMAN > MINUMAN DALAM KEMASAN,131,83,2251
501,AIR MINERAL,,4,3,false,A001-02-01-01,01,true,true,0001000300020001,78,MINUMAN DALAM KEMASAN,Makanan dan Minuman > MINUMAN > MINUMAN DALAM KEMASAN,Makanan dan Minuman > MINUMAN > MINUMAN DALAM KEMASAN > AIR MINERAL,8,4,115
1313,AIR MINERAL KEMASAN BOTOL,,5,0,true,A001-02-01-01-01,01,true,true,00010003000200010001,501,AIR MINERAL,Makanan dan Minuman > MINUMAN > MINUMAN DALAM KEMASAN > AIR MINERAL,Makanan dan Minuman > MINUMAN > MINUMAN DALAM KEMASAN > AIR MINERAL > AIR MINERAL KEMASAN BOTOL,72,63,72
1314,AIR MINERAL KEMASAN GALON,,5,0,true,A001-02-01-01-02,02,true,true,00010003000200010002,501,AIR MINERAL,Makanan dan Minuman > MINUMAN > MINUMAN DALAM KEMASAN > AIR MINERAL,Makanan dan Minuman > MINUMAN > MINUMAN DALAM KEMASAN > AIR MINERAL > AIR MINERAL KEMASAN GALON,25,25,25
1315,AIR MINERAL KEMASAN GELAS,,5,0,true,A001-02-01-01-03,03,true,true,00010003000200010003,501,AIR MINERAL,Makanan dan Minuman > MINUMAN > MINUMAN DALAM KEMASAN > AIR MINERAL,Makanan dan Minuman > MINUMAN > MINUMAN DALAM KEMASAN > AIR MINERAL > AIR MINERAL KEMASAN GELAS,10,9,10
502,SUSU,,4,8,false,A001-02-01-02,02,true,true,0001000300020002,78,MINUMAN DALAM KEMASAN,Makanan dan Minuman > MINUMAN > MINUMAN DALAM KEMASAN,Makanan dan Minuman > MINUMAN > MINUMAN DALAM KEMASAN > SUSU,3,1,1009
1316,SUSU ALMOND,,5,0,true,A001-02-01-02-01,01,true,true,00010003000200020001,502,SUSU,Makanan dan Minuman > MINUMAN > MINUMAN DALAM KEMASAN > SUSU,Makanan dan Minuman > MINUMAN > MINUMAN DALAM KEMASAN > SUSU > SUSU ALMOND,25,17,25
1317,SUSU BUBUK,,5,0,true,A001-02-01-02-02,02,true,true,00010003000200020002,502,SUSU,Makanan dan Minuman > MINUMAN > MINUMAN DALAM KEMASAN > SUSU,Makanan dan Minuman > MINUMAN > MINUMAN DALAM KEMASAN > SUSU > SUSU BUBUK,310,187,310
1318,SUSU CAIR & UHT,,5,0,true,A001-02-01-02-03,03,true,true,00010003000200020003,502,SUSU,Makanan dan Minuman > MINUMAN > MINUMAN DALAM KEMASAN > SUSU,Makanan dan Minuman > MINUMAN > MINUMAN DALAM KEMASAN > SUSU > SUSU CAIR & UHT,427,290,427
1319,SUSU IBU HAMIL,,5,0,true,A001-02-01-02-04,04,true,true,00010003000200020004,502,SUSU,Makanan dan Minuman > MINUMAN > MINUMAN DALAM KEMASAN > SUSU,Makanan dan Minuman > MINUMAN > MINUMAN DALAM KEMASAN > SUSU > SUSU IBU HAMIL,57,31,57
1320,SUSU KACANG (SOY MILK),,5,0,true,A001-02-01-02-05,05,true,true,00010003000200020005,502,SUSU,Makanan dan Minuman > MINUMAN > MINUMAN DALAM KEMASAN > SUSU,Makanan dan Minuman > MINUMAN > MINUMAN DALAM KEMASAN > SUSU > SUSU KACANG (SOY MILK),28,18,28
1321,SUSU KENTAL MANIS,,5,0,true,A001-02-01-02-06,06,true,true,00010003000200020006,502,SUSU,Makanan dan Minuman > MINUMAN > MINUMAN DALAM KEMASAN > SUSU,Makanan dan Minuman > MINUMAN > MINUMAN DALAM KEMASAN > SUSU > SUSU KENTAL MANIS,62,46,62
1322,SUSU KESEHATAN,,5,0,true,A001-02-01-02-07,07,true,true,00010003000200020007,502,SUSU,Makanan dan Minuman > MINUMAN > MINUMAN DALAM KEMASAN > SUSU,Makanan dan Minuman > MINUMAN > MINUMAN DALAM KEMASAN > SUSU > SUSU KESEHATAN,82,59,82
1323,SUSU LAINNYA,,5,0,true,A001-02-01-02-99,99,true,true,00010003000200020008,502,SUSU,Makanan dan Minuman > MINUMAN > MINUMAN DALAM KEMASAN > SUSU,Makanan dan Minuman > MINUMAN > MINUMAN DALAM KEMASAN > SUSU > SUSU LAINNYA,15,10,15
503,JUS BUAH & SAYURAN,,4,3,false,A001-02-01-03,03,true,true,0001000300020003,78,MINUMAN DALAM KEMASAN,Makanan dan Minuman > MINUMAN > MINUMAN DALAM KEMASAN,Makanan dan Minuman > MINUMAN > MINUMAN DALAM KEMASAN > JUS BUAH & SAYURAN,1,0,102
1324,AIR KELAPA,,5,0,true,A001-02-01-03-01,01,true,true,00010003000200030001,503,JUS BUAH & SAYURAN,Makanan dan Minuman > MINUMAN > MINUMAN DALAM KEMASAN > JUS BUAH & SAYURAN,Makanan dan Minuman > MINUMAN > MINUMAN DALAM KEMASAN > JUS BUAH & SAYURAN > AIR KELAPA,7,6,7
1325,JUS BUAH,,5,0,true,A001-02-01-03-02,02,true,true,00010003000200030002,503,JUS BUAH & SAYURAN,Makanan dan Minuman > MINUMAN > MINUMAN DALAM KEMASAN > JUS BUAH & SAYURAN,Makanan dan Minuman > MINUMAN > MINUMAN DALAM KEMASAN > JUS BUAH & SAYURAN > JUS BUAH,94,64,94
1326,JUS SAYURAN,,5,0,true,A001-02-01-03-03,03,true,true,00010003000200030003,503,JUS BUAH & SAYURAN,Makanan dan Minuman > MINUMAN > MINUMAN DALAM KEMASAN > JUS BUAH & SAYURAN,Makanan dan Minuman > MINUMAN > MINUMAN DALAM KEMASAN > JUS BUAH & SAYURAN > JUS SAYURAN,0,0,0
504,MINUMAN BERPROTEIN,,4,0,true,A001-02-01-04,04,true,true,0001000300020004,78,MINUMAN DALAM KEMASAN,Makanan dan Minuman > MINUMAN > MINUMAN DALAM KEMASAN,Makanan dan Minuman > MINUMAN > MINUMAN DALAM KEMASAN > MINUMAN BERPROTEIN,2,0,2
505,MINUMAN DENGAN AGAR/ JELLY,,4,0,true,A001-02-01-05,05,true,true,0001000300020005,78,MINUMAN DALAM KEMASAN,Makanan dan Minuman > MINUMAN > MINUMAN DALAM KEMASAN,Makanan dan Minuman > MINUMAN > MINUMAN DALAM KEMASAN > MINUMAN DENGAN AGAR/ JELLY,25,22,25
506,MINUMAN DENGAN CINCAU,,4,0,true,A001-02-01-06,06,true,true,0001000300020006,78,MINUMAN DALAM KEMASAN,Makanan dan Minuman > MINUMAN > MINUMAN DALAM KEMASAN,Makanan dan Minuman > MINUMAN > MINUMAN DALAM KEMASAN > MINUMAN DENGAN CINCAU,6,5,6
507,MINUMAN DENGAN LIDAH BUAYA,,4,0,true,A001-02-01-07,07,true,true,0001000300020007,78,MINUMAN DALAM KEMASAN,Makanan dan Minuman > MINUMAN > MINUMAN DALAM KEMASAN,Makanan dan Minuman > MINUMAN > MINUMAN DALAM KEMASAN > MINUMAN DENGAN LIDAH BUAYA,4,4,4
508,MINUMAN DENGAN NATA DE COCO (KELAPA),,4,0,true,A001-02-01-08,08,true,true,0001000300020008,78,MINUMAN DALAM KEMASAN,Makanan dan Minuman > MINUMAN > MINUMAN DALAM KEMASAN,Makanan dan Minuman > MINUMAN > MINUMAN DALAM KEMASAN > MINUMAN DENGAN NATA DE COCO (KELAPA),65,47,65
509,MINUMAN ENERGI,,4,0,true,A001-02-01-09,09,true,true,0001000300020009,78,MINUMAN DALAM KEMASAN,Makanan dan Minuman > MINUMAN > MINUMAN DALAM KEMASAN,Makanan dan Minuman > MINUMAN > MINUMAN DALAM KEMASAN > MINUMAN ENERGI,47,33,47
510,MINUMAN KESEHATAN,,4,0,true,A001-02-01-10,10,true,true,000100030002000A,78,MINUMAN DALAM KEMASAN,Makanan dan Minuman > MINUMAN > MINUMAN DALAM KEMASAN,Makanan dan Minuman > MINUMAN > MINUMAN DALAM KEMASAN > MINUMAN KESEHATAN,193,143,193
511,MINUMAN RASA BUAH,,4,0,true,A001-02-01-11,11,true,true,000100030002000B,78,MINUMAN DALAM KEMASAN,Makanan dan Minuman > MINUMAN > MINUMAN DALAM KEMASAN,Makanan dan Minuman > MINUMAN > MINUMAN DALAM KEMASAN > MINUMAN RASA BUAH,104,77,104
512,MINUMAN RINGAN (SODA),,4,0,true,A001-02-01-12,12,true,true,000100030002000C,78,MINUMAN DALAM KEMASAN,Makanan dan Minuman > MINUMAN > MINUMAN DALAM KEMASAN,Makanan dan Minuman > MINUMAN > MINUMAN DALAM KEMASAN > MINUMAN RINGAN (SODA),61,53,61
513,MINUMAN SPORT,,4,0,true,A001-02-01-13,13,true,true,000100030002000D,78,MINUMAN DALAM KEMASAN,Makanan dan Minuman > MINUMAN > MINUMAN DALAM KEMASAN,Makanan dan Minuman > MINUMAN > MINUMAN DALAM KEMASAN > MINUMAN SPORT,0,0,0
514,SIRUP,,4,0,true,A001-02-01-14,14,true,true,000100030002000E,78,MINUMAN DALAM KEMASAN,Makanan dan Minuman > MINUMAN > MINUMAN DALAM KEMASAN,Makanan dan Minuman > MINUMAN > MINUMAN DALAM KEMASAN > SIRUP,77,62,77
515,YOGHURT,,4,0,true,A001-02-01-15,15,true,true,000100030002000F,78,MINUMAN DALAM KEMASAN,Makanan dan Minuman > MINUMAN > MINUMAN DALAM KEMASAN,Makanan dan Minuman > MINUMAN > MINUMAN DALAM KEMASAN > YOGHURT,287,176,287
516,MINUMAN LAINNYA,,4,0,true,A001-02-01-99,99,true,true,000100030002000G,78,MINUMAN DALAM KEMASAN,Makanan dan Minuman > MINUMAN > MINUMAN DALAM KEMASAN,Makanan dan Minuman > MINUMAN > MINUMAN DALAM KEMASAN > MINUMAN LAINNYA,23,16,23
13,"COKLAT, KOPI & TEH",,2,6,false,A001-03,03,true,true,00010004,1,Makanan dan Minuman,Makanan dan Minuman,"Makanan dan Minuman > COKLAT, KOPI & TEH",3,0,787
79,KOPI MENTAH,,3,2,false,A001-03-01,01,true,true,000100040001,13,"COKLAT, KOPI & TEH","Makanan dan Minuman > COKLAT, KOPI & TEH","Makanan dan Minuman > COKLAT, KOPI & TEH > KOPI MENTAH",0,0,220
517,KOPI BIJI,,4,0,true,A001-03-01-01,01,true,true,0001000400010001,79,KOPI MENTAH,"Makanan dan Minuman > COKLAT, KOPI & TEH > KOPI MENTAH","Makanan dan Minuman > COKLAT, KOPI & TEH > KOPI MENTAH > KOPI BIJI",0,0,0
518,KOPI BUBUK,,4,3,false,A001-03-01-02,02,true,true,0001000400010002,79,KOPI MENTAH,"Makanan dan Minuman > COKLAT, KOPI & TEH > KOPI MENTAH","Makanan dan Minuman > COKLAT, KOPI & TEH > KOPI MENTAH > KOPI BUBUK",9,7,220
519,KOPI BUBUK INSTAN KEMASAN BUNGKUS/SACHET,,5,0,true,A001-03-01-02-01,01,true,true,00010004000100020001,518,KOPI BUBUK,"Makanan dan Minuman > COKLAT, KOPI & TEH > KOPI MENTAH > KOPI BUBUK","Makanan dan Minuman > COKLAT, KOPI & TEH > KOPI MENTAH > KOPI BUBUK > KOPI BUBUK INSTAN KEMASAN BUNGKUS/SACHET",166,110,166
521,KOPI INSTAN KEMASAN JAR,,5,0,true,A001-03-01-02-02,02,true,true,00010004000100020002,518,KOPI BUBUK,"Makanan dan Minuman > COKLAT, KOPI & TEH > KOPI MENTAH > KOPI BUBUK","Makanan dan Minuman > COKLAT, KOPI & TEH > KOPI MENTAH > KOPI BUBUK > KOPI INSTAN KEMASAN JAR",10,8,10
523,KOPI KEMASAN PACK,,5,0,true,A001-03-01-02-03,03,true,true,00010004000100020003,518,KOPI BUBUK,"Makanan dan Minuman > COKLAT, KOPI & TEH > KOPI MENTAH > KOPI BUBUK","Makanan dan Minuman > COKLAT, KOPI & TEH > KOPI MENTAH > KOPI BUBUK > KOPI KEMASAN PACK",35,32,35
80,KOPI INSTAN (RTD),,3,2,false,A001-03-02,02,true,true,000100040003,13,"COKLAT, KOPI & TEH","Makanan dan Minuman > COKLAT, KOPI & TEH","Makanan dan Minuman > COKLAT, KOPI & TEH > KOPI INSTAN (RTD)",77,40,130
520,KOPI RTD KEMASAN BOTOL/ PACK,,4,0,true,A001-03-02-01,01,true,true,0001000400030002,80,KOPI INSTAN (RTD),"Makanan dan Minuman > COKLAT, KOPI & TEH > KOPI INSTAN (RTD)","Makanan dan Minuman > COKLAT, KOPI & TEH > KOPI INSTAN (RTD) > KOPI RTD KEMASAN BOTOL/ PACK",38,25,38
522,KOPI RTD KEMASAN KALENG,,4,0,true,A001-03-02-02,02,true,true,0001000400030004,80,KOPI INSTAN (RTD),"Makanan dan Minuman > COKLAT, KOPI & TEH > KOPI INSTAN (RTD)","Makanan dan Minuman > COKLAT, KOPI & TEH > KOPI INSTAN (RTD) > KOPI RTD KEMASAN KALENG",15,14,15
81,KRIMER,,3,0,true,A001-03-03,03,true,true,000100040004,13,"COKLAT, KOPI & TEH","Makanan dan Minuman > COKLAT, KOPI & TEH","Makanan dan Minuman > COKLAT, KOPI & TEH > KRIMER",23,16,23
82,TEH MENTAH,,3,2,false,A001-03-04,04,true,true,000100040005,13,"COKLAT, KOPI & TEH","Makanan dan Minuman > COKLAT, KOPI & TEH","Makanan dan Minuman > COKLAT, KOPI & TEH > TEH MENTAH",0,0,168
524,TEH CELUP,,4,0,true,A001-03-04-01,01,true,true,0001000400050001,82,TEH MENTAH,"Makanan dan Minuman > COKLAT, KOPI & TEH > TEH MENTAH","Makanan dan Minuman > COKLAT, KOPI & TEH > TEH MENTAH > TEH CELUP",107,89,107
525,TEH BUBUK,,4,0,true,A001-03-04-02,02,true,true,0001000400050002,82,TEH MENTAH,"Makanan dan Minuman > COKLAT, KOPI & TEH > TEH MENTAH","Makanan dan Minuman > COKLAT, KOPI & TEH > TEH MENTAH > TEH BUBUK",61,47,61
83,TEH INSTAN,,3,5,false,A001-03-05,05,true,true,000100040007,13,"COKLAT, KOPI & TEH","Makanan dan Minuman > COKLAT, KOPI & TEH","Makanan dan Minuman > COKLAT, KOPI & TEH > TEH INSTAN",21,2,187
527,TEH INSTAN SERBUK BERPERISA,,4,0,true,A001-03-05-01,01,true,true,0001000400070001,83,TEH INSTAN,"Makanan dan Minuman > COKLAT, KOPI & TEH > TEH INSTAN","Makanan dan Minuman > COKLAT, KOPI & TEH > TEH INSTAN > TEH INSTAN SERBUK BERPERISA",58,41,58
528,TEH KEMASAN BOTOL,,4,0,true,A001-03-05-02,02,true,true,0001000400070002,83,TEH INSTAN,"Makanan dan Minuman > COKLAT, KOPI & TEH > TEH INSTAN","Makanan dan Minuman > COKLAT, KOPI & TEH > TEH INSTAN > TEH KEMASAN BOTOL",81,62,81
529,TEH KEMASAN GELAS,,4,0,true,A001-03-05-03,03,true,true,0001000400070003,83,TEH INSTAN,"Makanan dan Minuman > COKLAT, KOPI & TEH > TEH INSTAN","Makanan dan Minuman > COKLAT, KOPI & TEH > TEH INSTAN > TEH KEMASAN GELAS",6,3,6
530,TEH KEMASAN KALENG,,4,0,true,A001-03-05-04,04,true,true,0001000400070004,83,TEH INSTAN,"Makanan dan Minuman > COKLAT, KOPI & TEH > TEH INSTAN","Makanan dan Minuman > COKLAT, KOPI & TEH > TEH INSTAN > TEH KEMASAN KALENG",2,2,2
531,TEH KEMASAN PACK,,4,0,true,A001-03-05-05,05,true,true,0001000400070005,83,TEH INSTAN,"Makanan dan Minuman > COKLAT, KOPI & TEH > TEH INSTAN","Makanan dan Minuman > COKLAT, KOPI & TEH > TEH INSTAN > TEH KEMASAN PACK",19,18,19
84,COKLAT & COCOA BUBUK,,3,3,false,A001-03-06,06,true,true,000100040008,13,"COKLAT, KOPI & TEH","Makanan dan Minuman > COKLAT, KOPI & TEH","Makanan dan Minuman > COKLAT, KOPI & TEH > COKLAT & COCOA BUBUK",4,1,56
1833,COKLAT COMPOUND,COKLAT COMPOUND,4,0,true,A001-03-06-01,01,true,true,0001000400080001,84,COKLAT & COCOA BUBUK,"Makanan dan Minuman > COKLAT, KOPI & TEH > COKLAT & COCOA BUBUK","Makanan dan Minuman > COKLAT, KOPI & TEH > COKLAT & COCOA BUBUK > COKLAT COMPOUND",25,14,25
1834,COCOA POWDER,COCOA POWDER,4,0,true,A001-03-06-02,02,true,true,0001000400080002,84,COKLAT & COCOA BUBUK,"Makanan dan Minuman > COKLAT, KOPI & TEH > COKLAT & COCOA BUBUK","Makanan dan Minuman > COKLAT, KOPI & TEH > COKLAT & COCOA BUBUK > COCOA POWDER",11,7,11
1835,MINUMAN SERBUK RASA COKLAT,MINUMAN SERBUK RASA COKLAT,4,0,true,A001-03-06-03,03,true,true,0001000400080003,84,COKLAT & COCOA BUBUK,"Makanan dan Minuman > COKLAT, KOPI & TEH > COKLAT & COCOA BUBUK","Makanan dan Minuman > COKLAT, KOPI & TEH > COKLAT & COCOA BUBUK > MINUMAN SERBUK RASA COKLAT",16,13,16
14,MAKANAN KECIL ,,2,7,false,A001-04,04,true,true,00010005,1,Makanan dan Minuman,Makanan dan Minuman,Makanan dan Minuman > MAKANAN KECIL ,220,40,4077
85,COKLAT MAKANAN KECIL,,3,0,true,A001-04-01,01,true,true,000100050001,14,MAKANAN KECIL ,Makanan dan Minuman > MAKANAN KECIL ,Makanan dan Minuman > MAKANAN KECIL  > COKLAT MAKANAN KECIL,348,213,348
86,"COOKIES, BISKUIT DAN LAIN LAIN",,3,5,false,A001-04-02,02,true,true,000100050002,14,MAKANAN KECIL ,Makanan dan Minuman > MAKANAN KECIL ,"Makanan dan Minuman > MAKANAN KECIL  > COOKIES, BISKUIT DAN LAIN LAIN",18,2,1769
532,BISKUIT SEASONAL ,,4,0,true,A001-04-02-01,01,true,true,0001000500020001,86,"COOKIES, BISKUIT DAN LAIN LAIN","Makanan dan Minuman > MAKANAN KECIL  > COOKIES, BISKUIT DAN LAIN LAIN","Makanan dan Minuman > MAKANAN KECIL  > COOKIES, BISKUIT DAN LAIN LAIN > BISKUIT SEASONAL ",90,65,90
533,COOKIES & BISKUIT,,4,0,true,A001-04-02-02,02,true,true,0001000500020002,86,"COOKIES, BISKUIT DAN LAIN LAIN","Makanan dan Minuman > MAKANAN KECIL  > COOKIES, BISKUIT DAN LAIN LAIN","Makanan dan Minuman > MAKANAN KECIL  > COOKIES, BISKUIT DAN LAIN LAIN > COOKIES & BISKUIT",827,542,827
534,CRACKERS,,4,0,true,A001-04-02-03,03,true,true,0001000500020003,86,"COOKIES, BISKUIT DAN LAIN LAIN","Makanan dan Minuman > MAKANAN KECIL  > COOKIES, BISKUIT DAN LAIN LAIN","Makanan dan Minuman > MAKANAN KECIL  > COOKIES, BISKUIT DAN LAIN LAIN > CRACKERS",126,84,126
535,WAFER,,4,0,true,A001-04-02-04,04,true,true,0001000500020004,86,"COOKIES, BISKUIT DAN LAIN LAIN","Makanan dan Minuman > MAKANAN KECIL  > COOKIES, BISKUIT DAN LAIN LAIN","Makanan dan Minuman > MAKANAN KECIL  > COOKIES, BISKUIT DAN LAIN LAIN > WAFER",288,186,288
547,SNACK LAINNYA,,4,0,true,A001-04-02-99,99,true,true,0001000500020005,86,"COOKIES, BISKUIT DAN LAIN LAIN","Makanan dan Minuman > MAKANAN KECIL  > COOKIES, BISKUIT DAN LAIN LAIN","Makanan dan Minuman > MAKANAN KECIL  > COOKIES, BISKUIT DAN LAIN LAIN > SNACK LAINNYA",420,257,420
87,KERIPIK,,3,5,false,A001-04-03,03,true,true,000100050003,14,MAKANAN KECIL ,Makanan dan Minuman > MAKANAN KECIL ,Makanan dan Minuman > MAKANAN KECIL  > KERIPIK,31,12,315
536,KERIPIK KENTANG,,4,0,true,A001-04-03-01,01,true,true,0001000500030001,87,KERIPIK,Makanan dan Minuman > MAKANAN KECIL  > KERIPIK,Makanan dan Minuman > MAKANAN KECIL  > KERIPIK > KERIPIK KENTANG,134,96,134
537,KERIPIK KENTANG PUTIH,,4,0,true,A001-04-03-02,02,true,true,0001000500030002,87,KERIPIK,Makanan dan Minuman > MAKANAN KECIL  > KERIPIK,Makanan dan Minuman > MAKANAN KECIL  > KERIPIK > KERIPIK KENTANG PUTIH,6,5,6
538,KERIPIK PISANG,,4,0,true,A001-04-03-03,03,true,true,0001000500030003,87,KERIPIK,Makanan dan Minuman > MAKANAN KECIL  > KERIPIK,Makanan dan Minuman > MAKANAN KECIL  > KERIPIK > KERIPIK PISANG,19,9,19
539,KERIPIK SINGKONG,,4,0,true,A001-04-03-04,04,true,true,0001000500030004,87,KERIPIK,Makanan dan Minuman > MAKANAN KECIL  > KERIPIK,Makanan dan Minuman > MAKANAN KECIL  > KERIPIK > KERIPIK SINGKONG,79,61,79
540,KERIPIK LAINNYA,,4,0,true,A001-04-03-99,99,true,true,0001000500030005,87,KERIPIK,Makanan dan Minuman > MAKANAN KECIL  > KERIPIK,Makanan dan Minuman > MAKANAN KECIL  > KERIPIK > KERIPIK LAINNYA,46,35,46
88,KACANG DAN SNACK LAINNYA,,3,5,false,A001-04-04,04,true,true,000100050004,14,MAKANAN KECIL ,Makanan dan Minuman > MAKANAN KECIL ,Makanan dan Minuman > MAKANAN KECIL  > KACANG DAN SNACK LAINNYA,94,41,629
541,GRANOLA BAR & NUTRISI BAR,,4,0,true,A001-04-04-01,01,true,true,0001000500040001,88,KACANG DAN SNACK LAINNYA,Makanan dan Minuman > MAKANAN KECIL  > KACANG DAN SNACK LAINNYA,Makanan dan Minuman > MAKANAN KECIL  > KACANG DAN SNACK LAINNYA > GRANOLA BAR & NUTRISI BAR,66,48,66
542,"KACANG, BIJI BIJAN, DAN BUAH KERING",,4,0,true,A001-04-04-02,02,true,true,0001000500040002,88,KACANG DAN SNACK LAINNYA,Makanan dan Minuman > MAKANAN KECIL  > KACANG DAN SNACK LAINNYA,"Makanan dan Minuman > MAKANAN KECIL  > KACANG DAN SNACK LAINNYA > KACANG, BIJI BIJAN, DAN BUAH KERING",166,127,166
543,POPCORN,,4,0,true,A001-04-04-03,03,true,true,0001000500040003,88,KACANG DAN SNACK LAINNYA,Makanan dan Minuman > MAKANAN KECIL  > KACANG DAN SNACK LAINNYA,Makanan dan Minuman > MAKANAN KECIL  > KACANG DAN SNACK LAINNYA > POPCORN,39,28,39
545,RUMPUT LAUT,,4,0,true,A001-04-04-05,05,true,true,0001000500040005,88,KACANG DAN SNACK LAINNYA,Makanan dan Minuman > MAKANAN KECIL  > KACANG DAN SNACK LAINNYA,Makanan dan Minuman > MAKANAN KECIL  > KACANG DAN SNACK LAINNYA > RUMPUT LAUT,110,72,110
546,JAJANAN TRADISIONAL,,4,6,false,A001-04-04-06,06,true,true,0001000500040006,88,KACANG DAN SNACK LAINNYA,Makanan dan Minuman > MAKANAN KECIL  > KACANG DAN SNACK LAINNYA,Makanan dan Minuman > MAKANAN KECIL  > KACANG DAN SNACK LAINNYA > JAJANAN TRADISIONAL,31,8,154
1327,BASRENG,,5,0,true,A001-04-04-06-01,01,true,true,00010005000400060001,546,JAJANAN TRADISIONAL,Makanan dan Minuman > MAKANAN KECIL  > KACANG DAN SNACK LAINNYA > JAJANAN TRADISIONAL,Makanan dan Minuman > MAKANAN KECIL  > KACANG DAN SNACK LAINNYA > JAJANAN TRADISIONAL > BASRENG,12,10,12
1328,GURILEM,,5,0,true,A001-04-04-06-02,02,true,true,00010005000400060002,546,JAJANAN TRADISIONAL,Makanan dan Minuman > MAKANAN KECIL  > KACANG DAN SNACK LAINNYA > JAJANAN TRADISIONAL,Makanan dan Minuman > MAKANAN KECIL  > KACANG DAN SNACK LAINNYA > JAJANAN TRADISIONAL > GURILEM,8,4,8
1329,MAKARONI,,5,0,true,A001-04-04-06-03,03,true,true,00010005000400060003,546,JAJANAN TRADISIONAL,Makanan dan Minuman > MAKANAN KECIL  > KACANG DAN SNACK LAINNYA > JAJANAN TRADISIONAL,Makanan dan Minuman > MAKANAN KECIL  > KACANG DAN SNACK LAINNYA > JAJANAN TRADISIONAL > MAKARONI,35,26,35
1330,RAMBUT NENEK,,5,0,true,A001-04-04-06-04,04,true,true,00010005000400060004,546,JAJANAN TRADISIONAL,Makanan dan Minuman > MAKANAN KECIL  > KACANG DAN SNACK LAINNYA > JAJANAN TRADISIONAL,Makanan dan Minuman > MAKANAN KECIL  > KACANG DAN SNACK LAINNYA > JAJANAN TRADISIONAL > RAMBUT NENEK,0,0,0
1331,SNACK SEBLAK,,5,0,true,A001-04-04-06-05,05,true,true,00010005000400060005,546,JAJANAN TRADISIONAL,Makanan dan Minuman > MAKANAN KECIL  > KACANG DAN SNACK LAINNYA > JAJANAN TRADISIONAL,Makanan dan Minuman > MAKANAN KECIL  > KACANG DAN SNACK LAINNYA > JAJANAN TRADISIONAL > SNACK SEBLAK,6,6,6
1332,JAJANAN TRADISIONAL LAINNYA,,5,0,true,A001-04-04-06-99,99,true,true,00010005000400060006,546,JAJANAN TRADISIONAL,Makanan dan Minuman > MAKANAN KECIL  > KACANG DAN SNACK LAINNYA > JAJANAN TRADISIONAL,Makanan dan Minuman > MAKANAN KECIL  > KACANG DAN SNACK LAINNYA > JAJANAN TRADISIONAL > JAJANAN TRADISIONAL LAINNYA,62,54,62
89,PERMEN MARSHMALLOW DAN LAIN LAIN,,3,6,false,A001-04-05,05,true,true,000100050005,14,MAKANAN KECIL ,Makanan dan Minuman > MAKANAN KECIL ,Makanan dan Minuman > MAKANAN KECIL  > PERMEN MARSHMALLOW DAN LAIN LAIN,7,1,670
548,MARSHMALLOW,,4,0,true,A001-04-05-01,01,true,true,0001000500050001,89,PERMEN MARSHMALLOW DAN LAIN LAIN,Makanan dan Minuman > MAKANAN KECIL  > PERMEN MARSHMALLOW DAN LAIN LAIN,Makanan dan Minuman > MAKANAN KECIL  > PERMEN MARSHMALLOW DAN LAIN LAIN > MARSHMALLOW,58,37,58
549,PERMEN,,4,0,true,A001-04-05-02,02,true,true,0001000500050002,89,PERMEN MARSHMALLOW DAN LAIN LAIN,Makanan dan Minuman > MAKANAN KECIL  > PERMEN MARSHMALLOW DAN LAIN LAIN,Makanan dan Minuman > MAKANAN KECIL  > PERMEN MARSHMALLOW DAN LAIN LAIN > PERMEN,375,234,375
550,PERMEN GULA KAPAS,,4,0,true,A001-04-05-03,03,true,true,0001000500050003,89,PERMEN MARSHMALLOW DAN LAIN LAIN,Makanan dan Minuman > MAKANAN KECIL  > PERMEN MARSHMALLOW DAN LAIN LAIN,Makanan dan Minuman > MAKANAN KECIL  > PERMEN MARSHMALLOW DAN LAIN LAIN > PERMEN GULA KAPAS,15,9,15
